Title,Property_Size,Bedrooms,Bathrooms,Furnishing,Region,Region_Name,Region_Parent_Name,Is_Boost,Price
4bdrm Duplex in Life Camp for sale,500.0,4,5,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja(FCT),diamond,260000000
5bdrm Duplex in Elliot Iju Ishaga for sale,400.0,5,5,Semi-furnished,"Agege, Iju-Ishaga",Iju-Ishaga,Lagos State,enterprise,230000000
5bdrm Duplex in Ibadan for sale,700.0,5,6,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,280000000
"5bdrm Duplex in Ajah, Abraham Adesanya Estate for sale",500.0,5,5,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,vip,250000000
3bdrm Block of Flats in Durumi for sale,50.0,3,4,Semi-furnished,"Abuja (FCT), Durumi",Durumi,Abuja(FCT),diamond,100000000
5bdrm Duplex in Ikeja Gra for sale,350.0,5,5,Semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,diamond,650000000
3bdrm Apartment in Gra Ikeja for sale,650.0,3,4,Semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,diamond,600000000
Furnished 5bdrm Duplex in Festac Extension for Sale,1365.0,5,4,Furnished,"Amuwo-Odofin, Festac",Festac,Lagos State,diamond,130000000
3bdrm Bungalow in Karu for sale,500.0,3,4,Unfurnished,"Abuja (FCT), Karu",Karu,Abuja(FCT),diamond,15000000
2bdrm Apartment in Jabi for sale,5000.0,2,2,Unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja(FCT),vip,75000000
4bdrm Duplex in Lekki for sale,600.0,4,4,Semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,200000000
Furnished 5bdrm Duplex in Magodo Phase 2 Gra for sale,310.0,5,5,Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,diamond,520000000
"3bdrm Bungalow in Estate Beside Peace, Lokogoma for sale",650.0,3,4,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja(FCT),diamond,100000000
3bdrm Bungalow in Peak Prime Estate for sale,400.0,3,4,Semi-furnished,"Ajah, Sangotedo",Sangotedo,Lagos State,diamond,75000000
"4bdrm Duplex in Ismail Estate, Ikeja for Sale",350.0,4,5,Semi-furnished,"Lagos State, Ikeja",Ikeja,Lagos State,diamond,190000000
4bdrm Bungalow in New Oko Oba Abule for sale,500.0,4,4,Unfurnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,diamond,45000000
Furnished 4bdrm Duplex in Magodo for sale,600.0,4,4,Furnished,"Lagos State, Magodo",Magodo,Lagos State,diamond,380000000
"5bdrm Duplex in Free Estate, Chevron for sale",450.0,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,vip,450000000
4bdrm Duplex in Katampe Main By for sale,1000.0,4,4,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Lagos State,diamond,400000000
"3bdrm Bungalow in Close To Sunnyvale, Galadimawa for sale",600.0,3,3,Unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja(FCT),False,125000000
"4bdrm Duplex in Citiscape Court, Lokogoma for sale",1800.0,4,4,Semi-furnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja(FCT),False,350000000
3bdrm Bungalow in Apo District for sale,608.0,3,3,Unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja(FCT),False,85000000
Furnished 4bdrm Duplex in Isheri North Grr for sale,500.0,4,4,Furnished,"Ojodu, Isheri North",Isheri North,Lagos State,enterprise,180000000
"4bdrm Duplex in Beachland Estate, Obafemi-Owode for sale",650.0,4,5,Semi-furnished,"Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,diamond,150000000
5bdrm Duplex in Apo Zone B District for sale,1000.0,5,6,Semi-furnished,"Abuja (FCT), Apo District",Apo District,Abuja(FCT),diamond,360000000
4bdrm Duplex in Wuse Zone for sale,1000.0,4,5,Semi-furnished,"Abuja (FCT), Wuse",Wuse,Abuja(FCT),diamond,380000000
Furnished 5bdrm Duplex in Ago Palace for sale,600.0,5,5,Furnished,"Isolo, Ago Palace",Ago Palace,Lagos State,enterprise,270000000
"3bdrm Bungalow in Urban Shelter, Lokogoma for sale",500.0,3,4,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja(FCT),diamond,75000000
5bdrm Duplex in Jabi for sale,600.0,5,6,Semi-furnished,"Abuja (FCT), Jabi",Jabi,Abuja(FCT),diamond,850000000
Furnished 6bdrm Duplex in Dawaki for sale,450.0,6,6,Furnished,"Gwarinpa, Dawaki",Dawaki,Abuja(FCT),diamond,300000000
"Furnished 2bdrm Block of Flats in Shagari Estate Ipaja, Alimosho",650.0,2,4,Furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,155000000
3bdrm Block of Flats in Bucknor for sale,640.0,3,3,Semi-furnished,"Isolo, Bucknor",Bucknor,Lagos State,diamond,120000000
5bdrm Duplex in Federal Housing for sale,1000.0,5,6,Semi-furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja(FCT),diamond,650000000
"4bdrm Duplex in Dana Estate Omachi, Port-Harcourt for sale",465.0,4,4,Semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,vip,200000000
3bdrm Block of Flats in Alakuko Ifako for sale,812.0,3,3,Unfurnished,"Agege, Ifako",Ifako,Lagos State,enterprise,170000000
"Furnished 5bdrm Room & Parlour in Old Rombey, Ede for sale",450.0,5,5,Furnished,"Osun State, Ede",Ede,Osun State,diamond,40000000
Furnished 3bdrm Apartment in Magodo G R A Phase 2 for sale,300.0,3,3,Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,enterprise,150000000
Furnished 4bdrm Duplex in Magodo G R A Phase 1 for sale,350.0,4,4,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,330000000
5bdrm Duplex in Jahi Gilmore for sale,400.0,5,5,Semi-furnished,"Abuja (FCT), Jahi",Jahi,Abuja(FCT),diamond,750000000
Furnished 3bdrm Block of Flats in Mabushi for sale,15.0,3,3,Furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja(FCT),diamond,190000000
"4bdrm Duplex in Sun City Estate, Galadimawa for sale",700.0,4,4,Unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja(FCT),diamond,210000000
4bdrm Duplex in Ogudu Gra Lagos for sale,650.0,4,4,Semi-furnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,diamond,450000000
2bdrm Bungalow in Karu for sale,800.0,2,3,Unfurnished,"Abuja (FCT), Karu",Karu,Abuja(FCT),diamond,35000000
Furnished 17bdrm Apartment in Lekki for sale,580.0,17,17,Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,380000000
"4bdrm Duplex in Golden Park Estate, Sangotedo for sale",300.0,4,4,Semi-furnished,"Ajah, Sangotedo",Sangotedo,Lagos State,diamond,210000000
5bdrm Duplex in Ikeja Gra for sale,500.0,5,5,Semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,enterprise,950000000
"4bdrm Block of Flats in Greenlite Estate, Ibeju-Agbe for sale",600.0,4,4,Unfurnished,"Ibeju, Ibeju-Agbe",Ibeju-Agbe,Lagos State,vip,25000000
Furnished 4bdrm Duplex in Cedar Crest Hospital for sale,800.0,4,5,Furnished,"Abuja (FCT), Apo District",Apo District,Abuja(FCT),diamond,260000000
"Furnished 2bdrm Apartment in Bera Apartment, Ilasan for sale",120.0,2,3,Furnished,"Lekki, Ilasan",Ilasan,Lagos State,diamond,155000000
2bdrm Apartment in Ogba for sale,120.0,2,2,Semi-furnished,"Lagos State, Ogba",Ogba,Lagos State,enterprise,70000000
5bdrm Duplex in Omole Phase 1 for sale,400.0,5,5,Semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,750000000
5bdrm Duplex in Chevron Lekki for sale,500.0,5,5,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,400000000
Furnished 4bdrm Duplex in Victoria Island for sale,300.0,4,4,Furnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,diamond,500000000
"3bdrm Duplex in Gowan Estate Egbeda, Alimosho for sale",650.0,3,4,Semi-furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,75000000
3bdrm Bungalow in Karu for sale,600.0,3,4,Unfurnished,"Abuja (FCT), Karu",Karu,Abuja(FCT),diamond,55000000
4bdrm Duplex in Good Estate for sale,600.0,4,4,Unfurnished,"Ajah, Lekki Gardens Estate",Lekki Gardens Estate,Lagos State,vip,160000000
Furnished 5bdrm Duplex in Surulere for sale,620.0,5,4,Furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,250000000
Furnished 4bdrm Duplex in Ajah for sale,540.0,4,4,Furnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,155000000
3bdrm Bungalow in Kuduru District for sale,1000.0,3,4,Semi-furnished,"Bwari, Kuduru",Kuduru,Abuja(FCT),diamond,25000000
3bdrm Bungalow in Sunnyvale Estate for sale,1000.0,3,4,Semi-furnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja(FCT),diamond,165000000
4bdrm Bungalow in Army Estate Kurudu for sale,1000.0,4,6,Unfurnished,"Abuja (FCT), Kurudu",Kurudu,Abuja(FCT),diamond,105000000
4bdrm Duplex in Kabusa Garden Estate for sale,1000.0,4,5,Semi-furnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja(FCT),diamond,200000000
2bdrm Block of Flats in Fagba Ifako Ijaiye for sale,450.0,2,2,Semi-furnished,"Agege, Fagba",Fagba,Lagos State,enterprise,250000000
3bdrm Bungalow in Behind Osinbajo Rail for sale,320.0,3,3,Semi-furnished,"Ogun State, Ifo",Ifo,Ogun State,enterprise,20000000
Furnished 4bdrm Duplex in Harmony Zone Estate for sale,700.0,4,4,Furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Lagos State,diamond,340000000
3bdrm Bungalow in Gaduwa for sale,650.0,3,3,Semi-furnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja(FCT),False,250000000
Furnished 5bdrm Duplex in Omole Phase 1 for sale,500.0,5,5,Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,750000000
3bdrm Block of Flats in Ikeja Gra for sale,300.0,3,4,Unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,vip,380000000
"2bdrm Apartment in Lekki, Ologolo for sale",300.0,2,3,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,vip,140000000
3bdrm Bungalow in Estate Close To for sale,700.0,3,4,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja(FCT),diamond,55000000
"4bdrm Duplex in Baruwa Ipaja, Alimosho for sale",650.0,4,5,Semi-furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,150000000
3bdrm Apartment in Ogba Ikeja for sale,650.0,3,4,Semi-furnished,"Lagos State, Ikeja",Ikeja,Lagos State,diamond,120000000
4bdrm Duplex in Navy Estate Asokoro for sale,1000.0,4,5,Unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja(FCT),diamond,210000000
"4bdrm Bungalow in Navy Estate Kashi, Karshi for sale",1000.0,4,5,Semi-furnished,"Abuja (FCT), Karshi",Karshi,Abuja(FCT),diamond,65000000
4bdrm Duplex in Jahi By Living Faith for sale,1000.0,4,5,Semi-furnished,"Abuja (FCT), Jahi",Jahi,Abuja(FCT),diamond,300000000
3bdrm Bungalow in Sunnyvale Estate for sale,1000.0,3,4,Unfurnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja(FCT),diamond,85000000
"2bdrm Apartment in Ikoyi, Awolowo Road for sale",130.0,2,2,Semi-furnished,"Ikoyi, Awolowo Road",Awolowo Road,Lagos State,enterprise,270000000
3bdrm Block of Flats in Egbeda Alimosho for sale,600.0,3,3,Semi-furnished,"Alimosho, Egbeda",Egbeda,Lagos State,enterprise,200000000
"Furnished 4bdrm Duplex in Ikeja, Allen Avenue for sale",300.0,4,4,Furnished,"Ikeja, Allen Avenue",Allen Avenue,Lagos State,enterprise,320000000
Furnished 2bdrm Block of Flats in Ikoyi for sale,445.0,2,2,Furnished,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Lagos State,enterprise,900000000
3bdrm Block of Flats in Canal Estate Okota for sale,674.0,3,4,Unfurnished,"Isolo, Okota",Okota,Lagos State,diamond,120000000
"6bdrm Duplex in Valley View Estate, Alimosho for sale",410.0,6,6,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,basic,48000000
3bdrm Block of Flats in Surulere for sale,580.0,3,3,Semi-furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,230000000
4bdrm Duplex in Jabi District Abuja for sale,1000.0,4,5,Unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja(FCT),diamond,310000000
2bdrm Block of Flats in Dawaki By News for sale,1000.0,2,3,Semi-furnished,"Gwarinpa, Dawaki",Dawaki,Abuja(FCT),diamond,70000000
6bdrm Duplex in Fagba Ifako Ijaiye for sale,320.0,6,6,Semi-furnished,"Agege, Fagba",Fagba,Lagos State,enterprise,200000000
3bdrm Block of Flats in New Oko Oba Ifako for sale,1000.0,3,3,Unfurnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,enterprise,180000000
4bdrm Duplex in Apo Resettlement for sale,600.0,4,4,Semi-furnished,"Apo District, Apo Resettlement",Apo Resettlement,Lagos State,False,360000000
"5bdrm Duplex in Osapa, Lekki for Sale",400.0,5,5,Semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,270000000
Furnished 5bdrm Duplex in Gowan Estate Egbeda for sale,650.0,5,6,Furnished,"Oyo State, Egbeda",Egbeda,Oyo State,diamond,550000000
2bdrm Block of Flats in Glory Land Estate for Sale,620.0,2,3,Unfurnished,"Oyo State, Egbeda",Egbeda,Oyo State,diamond,70000000
"3bdrm Block of Flats in Graceland Estate, Alimosho for sale",650.0,3,3,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,50000000
"Furnished 3bdrm Block of Flats in Value Country Estate, Lekki for sale",1794.0,3,4,Furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,280000000
5bdrm Duplex in Chevron for sale,450.0,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,vip,350000000
"6bdrm Duplex in Garden Estate, Chevron for sale",450.0,6,6,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,vip,750000000
4bdrm Duplex in Dakwo District Abuja for sale,1000.0,4,6,Semi-furnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja(FCT),diamond,340000000
5bdrm Duplex in Utako District Abuja for sale,800.0,5,6,Semi-furnished,"Abuja (FCT), Utako",Utako,Abuja(FCT),diamond,600000000
2bdrm House in New Oko Oba Ifako for sale,250.0,2,2,Semi-furnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,enterprise,70000000
Furnished 3bdrm Duplex in Magodo G R A Phase 1 for sale,300.0,3,3,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,160000000
5bdrm Duplex in Wuye for sale,500.0,5,5,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja(FCT),diamond,720000000
4bdrm Duplex in Ojodu Berger for sale,650.0,4,4,Semi-furnished,"Lagos State, Ojodu",Ojodu,Lagos State,diamond,200000000
"5bdrm Duplex in Gowan Estate Egbeda, Alimosho for sale",650.0,5,5,Semi-furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,150000000
"3bdrm Block of Flats in Gemade Estate Gowan, Alimosho for sale",600.0,3,3,Semi-furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,370000000
3bdrm Block of Flats in Okota for sale,600.0,3,3,Unfurnished,"Isolo, Okota",Okota,Lagos State,diamond,450000000
3bdrm Bungalow in Nurses Estate Phase for sale,750.0,3,4,Unfurnished,"Abuja (FCT), Karu",Karu,Abuja(FCT),diamond,70000000
4bdrm House in Gaduwa District for sale,800.0,4,5,Semi-furnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja(FCT),diamond,200000000
Furnished 5bdrm Duplex in Magodo G R A Phase 1 for sale,1400.0,5,5,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,450000000
"5bdrm Duplex in Cooperative Villa, Ajah for Sale",1000.0,5,5,Semi-furnished,"Lagos State, Ajah",Ajah,Lagos State,diamond,130000000
3bdrm Block of Flats in Yaba Alagomeji Yaba for sale,650.0,3,4,Semi-furnished,"Lagos State, Yaba",Yaba,Lagos State,diamond,400000000
"4bdrm House in Captain Court, Ado / Ajah for sale",240.0,4,4,Semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,diamond,175000000
"3bdrm Bungalow in Navy Estate Kashi, Karshi for sale",1000.0,3,4,Unfurnished,"Abuja (FCT), Karshi",Karshi,Abuja(FCT),diamond,58000000
1bdrm Apartment in Durumi By Stella for sale,500.0,1,1,Semi-furnished,"Abuja (FCT), Durumi",Durumi,Abuja(FCT),diamond,55000000
"2bdrm Apartment in Alantic View Estate, Agungi for sale",900.0,2,3,Semi-furnished,"Lekki, Agungi",Agungi,Lagos State,diamond,105000000
5bdrm Duplex in Chevron Lekki for sale,400.0,5,5,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,350000000
"5bdrm Duplex in College Road Ogba, Ifako for sale",530.0,5,5,Semi-furnished,"Agege, Ifako",Ifako,Lagos State,enterprise,250000000
5bdrm Duplex in Adeniyi Jones Ikeja for sale,400.0,5,5,Semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,450000000
4bdrm Duplex in Medina Estate for sale,400.0,4,4,Semi-furnished,"Lagos State, Gbagada",Gbagada,Lagos State,enterprise,450000000
"Furnished 4bdrm Duplex in Harmony Zone Estate, for sale",700.0,4,4,Furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Lagos State,diamond,350000000
"Furnished 3bdrm Block of Flats in Unity, Ogba for sale",650.0,3,3,Furnished,"Lagos State, Ogba",Ogba,Lagos State,enterprise,750000000
"Furnished 4bdrm Duplex in Lonex  Estate, Isheri North for sale",300.0,4,4,Furnished,"Ojodu, Isheri North",Isheri North,Lagos State,enterprise,180000000
4bdrm Maisonette in Wuye for sale,550.0,4,5,Semi-furnished,"Abuja (FCT), Wuye",Wuye,Abuja(FCT),diamond,750000000
"3bdrm Bungalow in Sun City Estate, Galadimawa for sale",600.0,3,4,Unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja(FCT),diamond,180000000
Furnished 4bdrm Duplex in Vgc Lekki for sale,450.0,4,5,Furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,diamond,650000000
"3bdrm Bungalow in View Estate, Olokonla for sale",600.0,3,3,Unfurnished,"Ajah, Olokonla",Olokonla,Lagos State,vip,80000000
"2bdrm Block of Flats in Obagie Community, Benin City for sale",620.0,2,2,Unfurnished,"Edo State, Benin City",Benin City,Edo State,diamond,35000000
3bdrm Block of Flats in Garki Abuja for sale,2000.0,3,4,Semi-furnished,"Abuja (FCT), Garki 1",Garki 1,Abuja(FCT),enterprise,750000000
5bdrm Duplex in Galadimawa for sale,900.0,5,5,Semi-furnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja(FCT),diamond,500000000
"Furnished 4bdrm Duplex in Inside An, Abule Egba for sale",600.0,4,4,Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,180000000
"3bdrm Block of Flats in Custom Bus Stop, Alimosho for sale",650.0,3,2,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,75000000
"6bdrm Duplex in Coker Estate Shasha, Alimosho for sale",620.0,6,5,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,180000000
"8bdrm Block of Flats in Agodo Egbe, Alimosho for sale",650.0,8,8,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,150000000
5bdrm Duplex in Chevron Lekki Lagos for sale,450.0,5,5,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,diamond,500000000
8bdrm Block of Flats in Onitsha for Sale,600.0,8,2,Unfurnished,"Anambra State, Onitsha",Onitsha,Anambra State,diamond,35000000
4bdrm Duplex in Omole Phase 1 Ikeja for sale,350.0,4,5,Semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,diamond,240000000
4bdrm Duplex in Garden Estate for sale,600.0,4,4,Unfurnished,"Ajah, Lekki Gardens Estate",Lekki Gardens Estate,Lagos State,vip,130000000
"4bdrm Duplex in Spring Valley Estate, Sangotedo for sale",400.0,4,5,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,vip,250000000
Furnished 2bdrm Apartment in Surulere for sale,450.0,2,3,Furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,85000000
3bdrm Bungalow in Masaka Nasarawa for sale,500.0,3,3,Unfurnished,"Nasarawa State, Karu-Nasarawa",Karu-Nasarawa,Nasarawa State,diamond,30000000
6bdrm Duplex in Naff Valley Estate for sale,500.0,6,7,Semi-furnished,"Abuja (FCT), Asokoro",Asokoro,Abuja(FCT),diamond,360000000
3bdrm Bungalow in Kurudu By Blocking for sale,1000.0,3,3,Semi-furnished,"Abuja (FCT), Kurudu",Kurudu,Abuja(FCT),diamond,27000000
"3bdrm Bungalow in Nasarawa State, Lafia for sale",600.0,3,4,Semi-furnished,"Nasarawa State, Lafia",Lafia,Nasarawa State,diamond,55000000
4bdrm Duplex in Jahi Gilmore for sale,1500.0,4,5,Semi-furnished,"Abuja (FCT), Jahi",Jahi,Abuja(FCT),diamond,500000000
"2bdrm Block of Flats in Olaniyi, New Oko Oba for sale",300.0,2,2,Semi-furnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,enterprise,65000000
3bdrm Block of Flats in Opebi for sale,635.0,3,3,Unfurnished,"Ikeja, Opebi",Opebi,Lagos State,diamond,300000000
4bdrm Duplex in Adeniyi Jones Ikeja for sale,350.0,4,5,Semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,diamond,500000000
"Furnished 5bdrm Duplex in Oniru, Victoria Island for Sale",1200.0,5,5,Furnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,diamond,300000000
Furnished 5bdrm Duplex in Banana Island Ikoyi for sale,1088.0,5,5,Furnished,"Ikoyi, Banana Island",Banana Island,Lagos State,diamond,900000000
5bdrm Duplex in Osapa London for sale,4500.0,5,5,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos State,vip,950000000
4bdrm Duplex in Wuse Zone 6 Abuja for sale,3000.0,4,5,Semi-furnished,"Wuse, Zone 6 / Wuse",Zone 6 / Wuse,Abuja(FCT),diamond,400000000
4bdrm Duplex in Admiralty Estate for sale,500.0,4,5,Unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja(FCT),diamond,195000000
3bdrm Block of Flats in Ologuneru for sale,790.0,3,2,Unfurnished,"Ibadan, Ologuneru",Ologuneru,Ibadan,basic,120000000
4bdrm Duplex in Ikota Lekki for sale,270.0,4,4,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,220000000
3bdrm Block of Flats in Beckley Estate New for sale,600.0,3,3,Semi-furnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,enterprise,170000000
Furnished 4bdrm Duplex in Galadimawa for sale,450.0,4,4,Furnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja(FCT),False,185000000
Furnished 5bdrm Duplex in Lekki Phase 1 for sale,450.0,5,5,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,800000000
4bdrm Duplex in Naf Valley Estate for sale,550.0,4,5,Unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja(FCT),diamond,500000000
"3bdrm Bungalow in Estate Along The, Apo District for sale",700.0,3,4,Unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja(FCT),diamond,140000000
3bdrm Apartment in Mende Maryland Ikeja for sale,650.0,3,4,Semi-furnished,"Lagos State, Maryland",Maryland,Lagos State,diamond,60000000
"2bdrm Block of Flats in Becky 2 Garden, Karu for sale",500.0,2,3,Unfurnished,"Abuja (FCT), Karu",Karu,Abuja(FCT),diamond,35000000
6bdrm House in Mile 12 Kosofe for sale,600.0,6,3,Semi-furnished,"Lagos State, Kosofe",Kosofe,Lagos State,enterprise,160000000
4bdrm Duplex in Within College Road for sale,330.0,4,4,Semi-furnished,"Lagos State, Ogba",Ogba,Lagos State,enterprise,250000000
"Furnished 4bdrm Duplex in Ormol Estate, Adeniyi Jones for sale",400.0,4,4,Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,480000000
Furnished 2bdrm Duplex in Omole Phase 2 for sale,300.0,2,2,Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,enterprise,270000000
3bdrm Maisonette in Alagomeji for sale,300.0,3,5,Unfurnished,"Yaba, Alagomeji",Alagomeji,Lagos State,vip,235000000
5bdrm Duplex in Omole Phase 2 for sale,450.0,5,5,Semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,diamond,600000000
Furnished 2bdrm Apartment in Kofo Abayomi for Sale,1000.0,2,4,Furnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,diamond,270000000
4bdrm Duplex in View Estate for sale,600.0,4,4,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,vip,160000000
"5bdrm Duplex in Unity, Ado / Ajah for sale",650.0,5,6,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,diamond,100000000
5bdrm Duplex in Guzape Main District for sale,2000.0,5,6,Semi-furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja(FCT),diamond,310000000
4bdrm Duplex in Magodo Phase 1 for sale,400.0,4,4,Semi-furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Lagos State,enterprise,450000000
"4bdrm Duplex in Magodo Phase 1, Ojodu for sale",260.0,4,4,Semi-furnished,"Lagos State, Ojodu",Ojodu,Lagos State,enterprise,250000000
"5bdrm Duplex in Magodo Phase 2, Agboyi/Ketu for sale",500.0,5,4,Semi-furnished,"Lagos State, Agboyi/Ketu",Agboyi/Ketu,Lagos State,enterprise,750000000
"3bdrm Bungalow in Estate Along, Dakwo District for sale",480.0,3,3,Unfurnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja(FCT),False,90000000
7bdrm Duplex in Same - Global for sale,2800.0,7,9,Unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja(FCT),False,399999999
Furnished 2bdrm Block of Flats in Ogudu for sale,500.0,2,2,Furnished,"Ogudu, Ogudu-Orioke",Ogudu-Orioke,Lagos State,enterprise,200000000
Furnished 4bdrm Duplex in Magodo G R A Phase 1 for sale,300.0,4,4,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,230000000
5bdrm Duplex in Guzape for sale,400.0,5,6,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja(FCT),diamond,250000000
3bdrm Bungalow in Apo for sale,600.0,3,4,Unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja(FCT),diamond,185000000
4bdrm Duplex in Unity Estate Ojodu for sale,650.0,4,4,Semi-furnished,"Lagos State, Ojodu",Ojodu,Lagos State,diamond,130000000
2bdrm Block of Flats in Ile Epo Abule Egba for sale,350.0,2,3,Semi-furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,60000000
